Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	
38	5328.0	477.0	2.683462121507503	4.356109484518669	5.096352465803136	5.22087495490446	6.043207552166578	6.25097566958722	10.301071904312565	12.502242493071478	14.297230299097578	15.307811325025327	17.904052445737832	20.140762068436402	283.0	56.853426273810896	62.955296809416254	72.3480301664961	76.82127953645589	1121.0	
39	5328.0	477.0	2.683462121507503	4.356109484518669	5.096352465803136	5.22087495490446	6.043207552166578	6.25097566958722	10.301071904312565	12.502242493071478	14.297230299097578	15.307811325025327	17.904052445737832	20.140762068436402	283.0	56.853426273810896	62.955296809416254	72.3480301664961	76.82127953645589	1121.0	
40	5329.0	478.0	2.1469113464505085	2.3115571165194098	3.24336481609339	5.445654736807512	5.8807356751262745	6.486222589971376	10.143703433005001	11.849436812890744	14.35279406773597	16.406831087031208	23.872808224630617	24.644576973290235	29.421111718687712	1610.0	81.05002869852083	85.39138068995089	848.0	88.31816915398507	
41	5331.0	479.0	3.011982022959387	4.553334609174158	5.9160551109323904	6.015310218226048	7.286670173770048	7.566956666136804	11.141195118866051	14.163447087041746	345.0	17.37794750796583	18.07693821159141	21.253559252282535	25.957833794817034	1611.0	67.18025470601226	1211.0	849.0	84.36207078209274	
42	5334.0	480.0	1.8257758336440304	2.799518581085742	4.540498110319916	5.20863335138278	5.444518974299861	5.6418963035204825	9.256277419904585	14.29113145368737	14.389406447958542	14.48559600710395	18.369098425874725	21.990280100808782	24.598111824640625	1613.0	54.43390785675357	1213.0	64.60928850742658	65.65426403590932	
43	5335.0	481.0	4.172071337592918	4.914650116207177	5.517043301928972	5.8486067274882245	6.626736649441106	8.31442212161631	11.297634862654114	12.763872265856008	14.570867179960224	16.73706255230514	17.410340051712467	17.69577819659912	284.0	1614.0	57.33611212937359	65.04383439183187	850.0	66.34094170360447	
44	5339.0	0.6670897457220946	2.802367356934994	3.142070021402617	3.2340515315533622	5.02172313037795	385.0	6.365998710690235	8.96832836390007	372.0	14.169516277002941	14.285368631613593	20.62888156813166	21.452632185616096	29.957389469529957	61.74802559028299	62.50694575739183	76.00702755353295	77.1965736158531	84.73475638088505	
45	5342.0	2.365255863872207	2.7860937058200648	3.1718044348954066	4.364102729936576	5.460171314879318	7.746159737816541	10.302360941917598	12.09374924200084	13.100050222547786	14.449385360700958	16.25392023129659	17.475059483265035	18.355199379988974	25.641251120469306	64.31247979184255	1035.0	1215.0	73.57965658133978	76.60217390002897	
46	5343.0	3.123157393896591	4.1605253637071655	5.31171861310375	6.734687245638369	6.829670926880496	9.84772288741118	410.0	13.277326946214117	13.31350308431648	14.019403556674447	16.067181873480678	16.375014772045645	23.298411581715783	28.924120949782562	1617.0	88.11833539381043	88.93824445452519	854.0	93.35309828095907	
47	5345.0	1.7789706160888983	2.5245101716181892	616.0	3.063553038085942	4.142290266898158	5.1306573407205605	5.391398874709765	9.814473721314542	11.912359760338504	14.217258384331672	15.798237899270092	25.213765541803056	25.278216331729404	286.0	67.62663982241224	68.17807953816572	76.9246253582995	79.78970655567501	1124.0	
