Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	popSize	CoalescentConstant	proportionInvariant	
830	-11449.330366410817	-11469.311386283112	19.981019872295704	-11469.311386283112	0.26126954559756405	1.8680759455412006	0.3080307768550093	0.2115125698058179	0.24554971446278587	0.2349069388763871	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.13034303481319415	0.040067412714462264	3.938916505685615E-5	0.147660522172381	0.04158920614639385	0.24858371945481256	-1.6963628527715306	0.775746132501352	
831	-11449.330366410817	-11469.311386283112	19.981019872295704	-11469.311386283112	0.26126954559756405	1.8680759455412006	0.3080307768550093	0.2115125698058179	0.24554971446278587	0.2349069388763871	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.13034303481319415	0.040067412714462264	3.938916505685615E-5	0.147660522172381	0.04158920614639385	0.24858371945481256	-1.6963628527715306	0.775746132501352	
832	-11449.330366410817	-11469.311386283112	19.981019872295704	-11469.311386283112	0.26126954559756405	1.8680759455412006	0.3080307768550093	0.2115125698058179	0.24554971446278587	0.2349069388763871	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.13034303481319415	0.040067412714462264	3.938916505685615E-5	0.147660522172381	0.04158920614639385	0.24858371945481256	-1.6963628527715306	0.775746132501352	
833	-11449.330366410817	-11469.311386283112	19.981019872295704	-11469.311386283112	0.26126954559756405	1.8680759455412006	0.3080307768550093	0.2115125698058179	0.24554971446278587	0.2349069388763871	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.13034303481319415	0.040067412714462264	3.938916505685615E-5	0.147660522172381	0.04158920614639385	0.24858371945481256	-1.6963628527715306	0.775746132501352	
834	-11391.962883891872	-11469.288479188426	77.32559529655458	-11469.288479188426	0.44877191953052864	3.134313495394954	0.2935670230725341	0.20578343494746118	0.2500742780612359	0.25057526391876894	0.05441837149812441	2.115834530464726	0.27512593589655515	0.05441837149812441	3.225076854745916	0.27512593589655515	0.02491436857921915	0.02167291315422907	3.467648506962615E-7	0.027193739245502658	0.021676414147388367	0.5902825640887905	-9.20094298997323	0.8542419459436689	
835	-11391.962883891872	-11469.288479188426	77.32559529655458	-11469.288479188426	0.44877191953052864	3.134313495394954	0.2935670230725341	0.20578343494746118	0.2500742780612359	0.25057526391876894	0.05441837149812441	2.115834530464726	0.27512593589655515	0.05441837149812441	3.225076854745916	0.27512593589655515	0.02491436857921915	0.02167291315422907	3.467648506962615E-7	0.027193739245502658	0.021676414147388367	0.5902825640887905	-9.20094298997323	0.8542419459436689	
836	-11350.656181782038	-11469.288299738046	118.63211795600726	-11469.288299738046	0.24457971855213226	1.6853199213589116	0.3147088878092229	0.1998418960452081	0.24513294500983496	0.24031627113573423	0.07682984727436787	2.110519593107424	0.28291122922851086	0.07682984727436787	3.169998253886819	0.28291122922851086	0.012018031763345498	0.04364404768450407	2.908260221725834E-7	0.012385947550795109	0.043525458763644075	0.4387377645720884	2.384796742181832	0.775746132501352	
837	-11485.685694631662	-11469.264598053047	-16.421096578615504	-11469.264598053047	0.4010428780286683	2.603801989142553	0.30585982652462074	0.20467809356088856	0.25295028905795125	0.23651179085653953	0.08156541282581183	2.1394568797843663	0.3508686391758593	0.08156541282581183	2.9956750162122923	0.3508686391758593	0.3734437620917662	0.027082013336815352	1.033426163023859E-4	0.37363017292214684	0.02743893035408307	0.4970739832482087	-5.114702594577665	0.7147727140878328	
838	-11485.685694631662	-11469.264598053047	-16.421096578615504	-11469.264598053047	0.4010428780286683	2.603801989142553	0.30585982652462074	0.20467809356088856	0.25295028905795125	0.23651179085653953	0.08156541282581183	2.1394568797843663	0.3508686391758593	0.08156541282581183	2.9956750162122923	0.3508686391758593	0.3734437620917662	0.027082013336815352	1.033426163023859E-4	0.37363017292214684	0.02743893035408307	0.4970739832482087	-5.114702594577665	0.7147727140878328	
839	-11320.737619538964	-11469.215401080042	148.4777815410783	-11469.215401080042	0.19314388233465796	1.3341983351118447	0.303207243351119	0.20087452844119638	0.24826988510235762	0.24764834310532713	0.11165135961513455	1.998709461738015	0.32104039884306834	0.11165135961513455	3.1359070213455795	0.32104039884306834	0.006501014450450856	0.05152224881620433	1.0937495434970272E-7	0.006436382910995659	0.05132198405097655	0.3102555859419048	7.3754183499674095	0.8542419459436689	
